clusterID,Size,IDs,,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,,,,,
cluster_1468,1,massgenie_0875,,,cluster_1468,1,,cluster_1468,1,,cluster_1468,1,,cluster_1468,1,,cluster_1468,1,,cluster_1468,1,,cluster_1468,1,,cluster_1468,1,,,,,,
cluster_12626,1,buydig_0381,,,cluster_12626,1,,cluster_12626,1,,cluster_12626,1,,cluster_12626,1,,cluster_12626,1,,cluster_12626,1,,cluster_12626,1,,cluster_12626,1,,,,,,
cluster_10971,1,jw_0110,,,cluster_10971,1,,cluster_10971,1,,cluster_10971,1,,cluster_10971,1,,cluster_10971,1,,cluster_10971,1,,cluster_10971,1,,cluster_10971,1,,,,,,
cluster_7769,1,jw_0127,,,cluster_7769,1,,cluster_7769,1,,cluster_7769,1,,cluster_7769,1,,cluster_7769,1,,cluster_7769,1,,cluster_7769,1,,cluster_7769,1,,,,,,
cluster_6112,1,sdicraft_0061,,,cluster_6112,1,,cluster_6112,1,,cluster_6112,1,,cluster_6112,1,,cluster_6112,1,,cluster_6112,1,,cluster_6112,1,,cluster_6112,1,,,,,,
cluster_4388,1,antonline_0270,,,cluster_4388,1,,cluster_4388,1,,cluster_4388,1,,cluster_4388,1,,cluster_4388,1,,cluster_4388,1,,cluster_4388,1,,cluster_4388,1,,,,,,
cluster_10840,1,techcrave_0605,,,cluster_10840,1,,cluster_10840,1,,cluster_10840,1,,cluster_10840,1,,cluster_10840,1,,cluster_10840,1,,cluster_10840,1,,cluster_10840,1,,,,,,
cluster_5531,1,portableOne_0227,,,cluster_5531,1,,cluster_5531,1,,cluster_5531,1,,cluster_5531,1,,cluster_5531,1,,cluster_5531,1,,cluster_5531,1,,cluster_5531,1,,,,,,
cluster_1839,1,howardcomputers_0679,,,cluster_1839,1,,cluster_1839,1,,cluster_1839,1,,cluster_1839,1,,cluster_1839,1,,cluster_1839,1,,cluster_1839,1,,cluster_1839,1,,,,,,
cluster_1256,1,techcrave_1252,,,cluster_1256,1,,cluster_1256,1,,cluster_1256,1,,cluster_1256,1,,cluster_1256,1,,cluster_1256,1,,cluster_1256,1,,cluster_1256,1,,,,,,
cluster_9823,1,techcrave_0961,,,cluster_9823,1,,cluster_9823,1,,cluster_9823,1,,cluster_9823,1,,cluster_9823,1,,cluster_9823,1,,cluster_9823,1,,cluster_9823,1,,,,,,
cluster_2988,1,jw_0079,,,cluster_2988,1,,cluster_2988,1,,cluster_2988,1,,cluster_2988,1,,cluster_2988,1,,cluster_2988,1,,cluster_2988,1,,cluster_2988,1,,,,,,
cluster_8557,1,dgxtech_0193,,,cluster_8557,1,,cluster_8557,1,,cluster_8557,1,,cluster_8557,1,,cluster_8557,1,,cluster_8557,1,,cluster_8557,1,,cluster_8557,1,,,,,,
cluster_96,1,truecurate_0438,,,cluster_96,1,,cluster_96,1,,cluster_96,1,,cluster_96,1,,cluster_96,1,,cluster_96,1,,cluster_96,1,,cluster_96,1,,,,,,
cluster_985,1,techcrave_1890,,,cluster_985,1,,cluster_985,1,,cluster_985,1,,cluster_985,1,,cluster_985,1,,cluster_985,1,,cluster_985,1,,cluster_985,1,,,,,,
cluster_159,1,sdicraft_0095,,,cluster_159,1,,cluster_159,1,,cluster_159,1,,cluster_159,1,,cluster_159,1,,cluster_159,1,,cluster_159,1,,cluster_159,1,,,,,,
cluster_2654,1,techcrave_1288,,,cluster_2654,1,,cluster_2654,1,,cluster_2654,1,,cluster_2654,1,,cluster_2654,1,,cluster_2654,1,,cluster_2654,1,,cluster_2654,1,,,,,,
cluster_2863,1,electronicsface_0100,,,cluster_2863,1,,cluster_2863,1,,cluster_2863,1,,cluster_2863,1,,cluster_2863,1,,cluster_2863,1,,cluster_2863,1,,cluster_2863,1,,,,,,
cluster_315,1,howardcomputers_0663,,,cluster_315,1,,cluster_315,1,,cluster_315,1,,cluster_315,1,,cluster_315,1,,cluster_315,1,,cluster_315,1,,cluster_315,1,,,,,,
cluster_7849,1,techcrave_0452,,,cluster_7849,1,,cluster_7849,1,,cluster_7849,1,,cluster_7849,1,,cluster_7849,1,,cluster_7849,1,,cluster_7849,1,,cluster_7849,1,,,,,,
cluster_3004,1,techcrave_1514,,,cluster_3004,1,,cluster_3004,1,,cluster_3004,1,,cluster_3004,1,,cluster_3004,1,,cluster_3004,1,,cluster_3004,1,,cluster_3004,1,,,,,,
cluster_9284,1,techcrave_1508,,,cluster_9284,1,,cluster_9284,1,,cluster_9284,1,,cluster_9284,1,,cluster_9284,1,,cluster_9284,1,,cluster_9284,1,,cluster_9284,1,,,,,,
cluster_4929,1,techcrave_1160,,,cluster_4929,1,,cluster_4929,1,,cluster_4929,1,,cluster_4929,1,,cluster_4929,1,,cluster_4929,1,,cluster_4929,1,,cluster_4929,1,,,,,,
cluster_10595,1,massgenie_0141,,,cluster_10595,1,,cluster_10595,1,,cluster_10595,1,,cluster_10595,1,,cluster_10595,1,,cluster_10595,1,,cluster_10595,1,,cluster_10595,1,,,,,,
cluster_1487,1,techcrave_0476,,,cluster_1487,1,,cluster_1487,1,,cluster_1487,1,,cluster_1487,1,,cluster_1487,1,,cluster_1487,1,,cluster_1487,1,,cluster_1487,1,,,,,,
cluster_5859,1,box_0295,,,cluster_5859,1,,cluster_5859,1,,cluster_5859,1,,cluster_5859,1,,cluster_5859,1,,cluster_5859,1,,cluster_5859,1,,cluster_5859,1,,,,,,
cluster_12120,1,techcrave_2412,,,cluster_12120,1,,cluster_12120,1,,cluster_12120,1,,cluster_12120,1,,cluster_12120,1,,cluster_12120,1,,cluster_12120,1,,cluster_12120,1,,,,,,
cluster_2224,1,techcrave_2199,,,cluster_2224,1,,cluster_2224,1,,cluster_2224,1,,cluster_2224,1,,cluster_2224,1,,cluster_2224,1,,cluster_2224,1,,cluster_2224,1,,,,,,
cluster_12445,1,microcart_0005,,,cluster_12445,1,,cluster_12445,1,,cluster_12445,1,,cluster_12445,1,,cluster_12445,1,,cluster_12445,1,,cluster_12445,1,,cluster_12445,1,,,,,,
cluster_9286,1,howardcomputers_0313,,,cluster_9286,1,,cluster_9286,1,,cluster_9286,1,,cluster_9286,1,,cluster_9286,1,,cluster_9286,1,,cluster_9286,1,,cluster_9286,1,,,,,,
cluster_7808,1,techcrave_1163,,,cluster_7808,1,,cluster_7808,1,,cluster_7808,1,,cluster_7808,1,,cluster_7808,1,,cluster_7808,1,,cluster_7808,1,,cluster_7808,1,,,,,,
cluster_9995,1,massgenie_0238,,,cluster_9995,1,,cluster_9995,1,,cluster_9995,1,,cluster_9995,1,,cluster_9995,1,,cluster_9995,1,,cluster_9995,1,,cluster_9995,1,,,,,,
cluster_9713,1,howardcomputers_0155,,,cluster_9713,1,,cluster_9713,1,,cluster_9713,1,,cluster_9713,1,,cluster_9713,1,,cluster_9713,1,,cluster_9713,1,,cluster_9713,1,,,,,,
cluster_11168,1,truecurate_0051,,,cluster_11168,1,,cluster_11168,1,,cluster_11168,1,,cluster_11168,1,,cluster_11168,1,,cluster_11168,1,,cluster_11168,1,,cluster_11168,1,,,,,,
cluster_3316,1,techcrave_1075,,,cluster_3316,1,,cluster_3316,1,,cluster_3316,1,,cluster_3316,1,,cluster_3316,1,,cluster_3316,1,,cluster_3316,1,,cluster_3316,1,,,,,,
cluster_6136,1,techcrave_0547,,,cluster_6136,1,,cluster_6136,1,,cluster_6136,1,,cluster_6136,1,,cluster_6136,1,,cluster_6136,1,,cluster_6136,1,,cluster_6136,1,,,,,,
cluster_9314,1,antonline_0675,,,cluster_9314,1,,cluster_9314,1,,cluster_9314,1,,cluster_9314,1,,cluster_9314,1,,cluster_9314,1,,cluster_9314,1,,cluster_9314,1,,,,,,
cluster_7932,1,portableOne_0096,,,cluster_7932,1,,cluster_7932,1,,cluster_7932,1,,cluster_7932,1,,cluster_7932,1,,cluster_7932,1,,cluster_7932,1,,cluster_7932,1,,,,,,
cluster_5956,1,techcrave_0611,,,cluster_5956,1,,cluster_5956,1,,cluster_5956,1,,cluster_5956,1,,cluster_5956,1,,cluster_5956,1,,cluster_5956,1,,cluster_5956,1,,,,,,
cluster_11713,1,techcrave_0039,,,cluster_11713,1,,cluster_11713,1,,cluster_11713,1,,cluster_11713,1,,cluster_11713,1,,cluster_11713,1,,cluster_11713,1,,cluster_11713,1,,,,,,
cluster_6950,1,antonline_1149,,,cluster_6950,1,,cluster_6950,1,,cluster_6950,1,,cluster_6950,1,,cluster_6950,1,,cluster_6950,1,,cluster_6950,1,,cluster_6950,1,,,,,,
cluster_5709,1,savingslots_0338,,,cluster_5709,1,,cluster_5709,1,,cluster_5709,1,,cluster_5709,1,,cluster_5709,1,,cluster_5709,1,,cluster_5709,1,,cluster_5709,1,,,,,,
cluster_11669,1,nautilusnet_0078,,,cluster_11669,1,,cluster_11669,1,,cluster_11669,1,,cluster_11669,1,,cluster_11669,1,,cluster_11669,1,,cluster_11669,1,,cluster_11669,1,,,,,,
cluster_4332,1,kaizyr_0190,,,cluster_4332,1,,cluster_4332,1,,cluster_4332,1,,cluster_4332,1,,cluster_4332,1,,cluster_4332,1,,cluster_4332,1,,cluster_4332,1,,,,,,
cluster_6503,1,dgxtech_0121,,,cluster_6503,1,,cluster_6503,1,,cluster_6503,1,,cluster_6503,1,,cluster_6503,1,,cluster_6503,1,,cluster_6503,1,,cluster_6503,1,,,,,,
cluster_3282,1,howardcomputers_0489,,,cluster_3282,1,,cluster_3282,1,,cluster_3282,1,,cluster_3282,1,,cluster_3282,1,,cluster_3282,1,,cluster_3282,1,,cluster_3282,1,,,,,,
cluster_5730,1,techcrave_1511,,,cluster_5730,1,,cluster_5730,1,,cluster_5730,1,,cluster_5730,1,,cluster_5730,1,,cluster_5730,1,,cluster_5730,1,,cluster_5730,1,,,,,,
cluster_7123,1,microcart_0195,,,cluster_7123,1,,cluster_7123,1,,cluster_7123,1,,cluster_7123,1,,cluster_7123,1,,cluster_7123,1,,cluster_7123,1,,cluster_7123,1,,,,,,
cluster_912,1,pcmg_0657,,,cluster_912,1,,cluster_912,1,,cluster_912,1,,cluster_912,1,,cluster_912,1,,cluster_912,1,,cluster_912,1,,cluster_912,1,,,,,,
cluster_5737,1,sdicraft_0139,,,cluster_5737,1,,cluster_5737,1,,cluster_5737,1,,cluster_5737,1,,cluster_5737,1,,cluster_5737,1,,cluster_5737,1,,cluster_5737,1,,,,,,
cluster_2096,1,electronicsface_0284,,,cluster_2096,1,,cluster_2096,1,,cluster_2096,1,,cluster_2096,1,,cluster_2096,1,,cluster_2096,1,,cluster_2096,1,,cluster_2096,1,,,,,,
cluster_3367,1,portableOne_0308,,,cluster_3367,1,,cluster_3367,1,,cluster_3367,1,,cluster_3367,1,,cluster_3367,1,,cluster_3367,1,,cluster_3367,1,,cluster_3367,1,,,,,,
cluster_10648,1,techcrave_1615,,,cluster_10648,1,,cluster_10648,1,,cluster_10648,1,,cluster_10648,1,,cluster_10648,1,,cluster_10648,1,,cluster_10648,1,,cluster_10648,1,,,,,,
cluster_10795,1,howardcomputers_0268,,,cluster_10795,1,,cluster_10795,1,,cluster_10795,1,,cluster_10795,1,,cluster_10795,1,,cluster_10795,1,,cluster_10795,1,,cluster_10795,1,,,,,,
cluster_1631,1,sdicraft_0246,,,cluster_1631,1,,cluster_1631,1,,cluster_1631,1,,cluster_1631,1,,cluster_1631,1,,cluster_1631,1,,cluster_1631,1,,cluster_1631,1,,,,,,
cluster_7549,1,kaizyr_0152,,,cluster_7549,1,,cluster_7549,1,,cluster_7549,1,,cluster_7549,1,,cluster_7549,1,,cluster_7549,1,,cluster_7549,1,,cluster_7549,1,,,,,,
cluster_10121,1,bhphotovideo_0069,,,cluster_10121,1,,cluster_10121,1,,cluster_10121,1,,cluster_10121,1,,cluster_10121,1,,cluster_10121,1,,cluster_10121,1,,cluster_10121,1,,,,,,
cluster_5316,1,electronicsface_0146,,,cluster_5316,1,,cluster_5316,1,,cluster_5316,1,,cluster_5316,1,,cluster_5316,1,,cluster_5316,1,,cluster_5316,1,,cluster_5316,1,,,,,,
cluster_5253,1,box_0080,,,cluster_5253,1,,cluster_5253,1,,cluster_5253,1,,cluster_5253,1,,cluster_5253,1,,cluster_5253,1,,cluster_5253,1,,cluster_5253,1,,,,,,
cluster_8359,1,techcrave_2330,,,cluster_8359,1,,cluster_8359,1,,cluster_8359,1,,cluster_8359,1,,cluster_8359,1,,cluster_8359,1,,cluster_8359,1,,cluster_8359,1,,,,,,
cluster_5909,1,box_0032,,,cluster_5909,1,,cluster_5909,1,,cluster_5909,1,,cluster_5909,1,,cluster_5909,1,,cluster_5909,1,,cluster_5909,1,,cluster_5909,1,,,,,,
cluster_8217,1,techcrave_0046,,,cluster_8217,1,,cluster_8217,1,,cluster_8217,1,,cluster_8217,1,,cluster_8217,1,,cluster_8217,1,,cluster_8217,1,,cluster_8217,1,,,,,,
cluster_11498,1,howardcomputers_0397,,,cluster_11498,1,,cluster_11498,1,,cluster_11498,1,,cluster_11498,1,,cluster_11498,1,,cluster_11498,1,,cluster_11498,1,,cluster_11498,1,,,,,,
cluster_649,1,howardcomputers_0736,,,cluster_649,1,,cluster_649,1,,cluster_649,1,,cluster_649,1,,cluster_649,1,,cluster_649,1,,cluster_649,1,,cluster_649,1,,,,,,
cluster_353,1,electronicsface_0096,,,cluster_353,1,,cluster_353,1,,cluster_353,1,,cluster_353,1,,cluster_353,1,,cluster_353,1,,cluster_353,1,,cluster_353,1,,,,,,
cluster_10591,1,microcart_0174,,,cluster_10591,1,,cluster_10591,1,,cluster_10591,1,,cluster_10591,1,,cluster_10591,1,,cluster_10591,1,,cluster_10591,1,,cluster_10591,1,,,,,,
cluster_905,1,box_0366,,,cluster_905,1,,cluster_905,1,,cluster_905,1,,cluster_905,1,,cluster_905,1,,cluster_905,1,,cluster_905,1,,cluster_905,1,,,,,,
cluster_7085,1,techcrave_1406,,,cluster_7085,1,,cluster_7085,1,,cluster_7085,1,,cluster_7085,1,,cluster_7085,1,,cluster_7085,1,,cluster_7085,1,,cluster_7085,1,,,,,,
cluster_6753,1,massgenie_0464,,,cluster_6753,1,,cluster_6753,1,,cluster_6753,1,,cluster_6753,1,,cluster_6753,1,,cluster_6753,1,,cluster_6753,1,,cluster_6753,1,,,,,,
cluster_10344,1,massgenie_0129,,,cluster_10344,1,,cluster_10344,1,,cluster_10344,1,,cluster_10344,1,,cluster_10344,1,,cluster_10344,1,,cluster_10344,1,,cluster_10344,1,,,,,,
cluster_7379,1,cclonline_0019,,,cluster_7379,1,,cluster_7379,1,,cluster_7379,1,,cluster_7379,1,,cluster_7379,1,,cluster_7379,1,,cluster_7379,1,,cluster_7379,1,,,,,,
cluster_8913,1,microcenter_0127,,,cluster_8913,1,,cluster_8913,1,,cluster_8913,1,,cluster_8913,1,,cluster_8913,1,,cluster_8913,1,,cluster_8913,1,,cluster_8913,1,,,,,,
cluster_9462,1,techcrave_1783,,,cluster_9462,1,,cluster_9462,1,,cluster_9462,1,,cluster_9462,1,,cluster_9462,1,,cluster_9462,1,,cluster_9462,1,,cluster_9462,1,,,,,,
cluster_9771,1,techcrave_1639,,,cluster_9771,1,,cluster_9771,1,,cluster_9771,1,,cluster_9771,1,,cluster_9771,1,,cluster_9771,1,,cluster_9771,1,,cluster_9771,1,,,,,,
cluster_5220,1,techcrave_1539,,,cluster_5220,1,,cluster_5220,1,,cluster_5220,1,,cluster_5220,1,,cluster_5220,1,,cluster_5220,1,,cluster_5220,1,,cluster_5220,1,,,,,,
cluster_3523,1,massgenie_0884,,,cluster_3523,1,,cluster_3523,1,,cluster_3523,1,,cluster_3523,1,,cluster_3523,1,,cluster_3523,1,,cluster_3523,1,,cluster_3523,1,,,,,,
cluster_1542,1,howardcomputers_0605,,,cluster_1542,1,,cluster_1542,1,,cluster_1542,1,,cluster_1542,1,,cluster_1542,1,,cluster_1542,1,,cluster_1542,1,,cluster_1542,1,,,,,,
cluster_2300,1,techcrave_2425,,,cluster_2300,1,,cluster_2300,1,,cluster_2300,1,,cluster_2300,1,,cluster_2300,1,,cluster_2300,1,,cluster_2300,1,,cluster_2300,1,,,,,,
cluster_4446,1,techcrave_1495,,,cluster_4446,1,,cluster_4446,1,,cluster_4446,1,,cluster_4446,1,,cluster_4446,1,,cluster_4446,1,,cluster_4446,1,,cluster_4446,1,,,,,,
cluster_8083,1,box_0378,,,cluster_8083,1,,cluster_8083,1,,cluster_8083,1,,cluster_8083,1,,cluster_8083,1,,cluster_8083,1,,cluster_8083,1,,cluster_8083,1,,,,,,
cluster_8315,1,savingslots_0080,,,cluster_8315,1,,cluster_8315,1,,cluster_8315,1,,cluster_8315,1,,cluster_8315,1,,cluster_8315,1,,cluster_8315,1,,cluster_8315,1,,,,,,
cluster_9092,1,truecurate_0238,,,cluster_9092,1,,cluster_9092,1,,cluster_9092,1,,cluster_9092,1,,cluster_9092,1,,cluster_9092,1,,cluster_9092,1,,cluster_9092,1,,,,,,
cluster_3639,1,techcrave_1993,,,cluster_3639,1,,cluster_3639,1,,cluster_3639,1,,cluster_3639,1,,cluster_3639,1,,cluster_3639,1,,cluster_3639,1,,cluster_3639,1,,,,,,
cluster_4827,1,sdicraft_0546,,,cluster_4827,1,,cluster_4827,1,,cluster_4827,1,,cluster_4827,1,,cluster_4827,1,,cluster_4827,1,,cluster_4827,1,,cluster_4827,1,,,,,,
cluster_9543,1,electronicsface_0139,,,cluster_9543,1,,cluster_9543,1,,cluster_9543,1,,cluster_9543,1,,cluster_9543,1,,cluster_9543,1,,cluster_9543,1,,cluster_9543,1,,,,,,
cluster_933,1,massgenie_0460,,,cluster_933,1,,cluster_933,1,,cluster_933,1,,cluster_933,1,,cluster_933,1,,cluster_933,1,,cluster_933,1,,cluster_933,1,,,,,,
cluster_8306,1,truecurate_0073,,,cluster_8306,1,,cluster_8306,1,,cluster_8306,1,,cluster_8306,1,,cluster_8306,1,,cluster_8306,1,,cluster_8306,1,,cluster_8306,1,,,,,,
cluster_664,1,howardcomputers_0740,,,cluster_664,1,,cluster_664,1,,cluster_664,1,,cluster_664,1,,cluster_664,1,,cluster_664,1,,cluster_664,1,,cluster_664,1,,,,,,
cluster_2812,1,howardcomputers_0355,,,cluster_2812,1,,cluster_2812,1,,cluster_2812,1,,cluster_2812,1,,cluster_2812,1,,cluster_2812,1,,cluster_2812,1,,cluster_2812,1,,,,,,
cluster_4620,1,cukusa_0067,,,cluster_4620,1,,cluster_4620,1,,cluster_4620,1,,cluster_4620,1,,cluster_4620,1,,cluster_4620,1,,cluster_4620,1,,cluster_4620,1,,,,,,
cluster_5043,1,massgenie_0392,,,cluster_5043,1,,cluster_5043,1,,cluster_5043,1,,cluster_5043,1,,cluster_5043,1,,cluster_5043,1,,cluster_5043,1,,cluster_5043,1,,,,,,
cluster_7219,1,techcrave_1063,,,cluster_7219,1,,cluster_7219,1,,cluster_7219,1,,cluster_7219,1,,cluster_7219,1,,cluster_7219,1,,cluster_7219,1,,cluster_7219,1,,,,,,
cluster_6331,1,truecurate_0382,,,cluster_6331,1,,cluster_6331,1,,cluster_6331,1,,cluster_6331,1,,cluster_6331,1,,cluster_6331,1,,cluster_6331,1,,cluster_6331,1,,,,,,
cluster_6776,1,box_0190,,,cluster_6776,1,,cluster_6776,1,,cluster_6776,1,,cluster_6776,1,,cluster_6776,1,,cluster_6776,1,,cluster_6776,1,,cluster_6776,1,,,,,,
cluster_8880,1,howardcomputers_0899,,,cluster_8880,1,,cluster_8880,1,,cluster_8880,1,,cluster_8880,1,,cluster_8880,1,,cluster_8880,1,,cluster_8880,1,,cluster_8880,1,,,,,,
cluster_6207,1,massgenie_0800,,,cluster_6207,1,,cluster_6207,1,,cluster_6207,1,,cluster_6207,1,,cluster_6207,1,,cluster_6207,1,,cluster_6207,1,,cluster_6207,1,,,,,,
cluster_12379,1,cclonline_0156,,,cluster_12379,1,,cluster_12379,1,,cluster_12379,1,,cluster_12379,1,,cluster_12379,1,,cluster_12379,1,,cluster_12379,1,,cluster_12379,1,,,,,,
cluster_10033,1,cclonline_0077,,,cluster_10033,1,,cluster_10033,1,,cluster_10033,1,,cluster_10033,1,,cluster_10033,1,,cluster_10033,1,,cluster_10033,1,,cluster_10033,1,,,,,,
cluster_3898,1,nautilusnet_0057,,,cluster_3898,1,,cluster_3898,1,,cluster_3898,1,,cluster_3898,1,,cluster_3898,1,,cluster_3898,1,,cluster_3898,1,,cluster_3898,1,,,,,,
cluster_1188,1,electronicsface_0227,,,cluster_1188,1,,cluster_1188,1,,cluster_1188,1,,cluster_1188,1,,cluster_1188,1,,cluster_1188,1,,cluster_1188,1,,cluster_1188,1,,,,,,
cluster_1268,1,microcenter_0119,,,cluster_1268,1,,cluster_1268,1,,cluster_1268,1,,cluster_1268,1,,cluster_1268,1,,cluster_1268,1,,cluster_1268,1,,cluster_1268,1,,,,,,
cluster_6959,1,sdicraft_0110,,,cluster_6959,1,,cluster_6959,1,,cluster_6959,1,,cluster_6959,1,,cluster_6959,1,,cluster_6959,1,,cluster_6959,1,,cluster_6959,1,,,,,,
cluster_2283,1,techcrave_0955,,,cluster_2283,1,,cluster_2283,1,,cluster_2283,1,,cluster_2283,1,,cluster_2283,1,,cluster_2283,1,,cluster_2283,1,,cluster_2283,1,,,,,,
cluster_2664,1,massgenie_0155,,,cluster_2664,1,,cluster_2664,1,,cluster_2664,1,,cluster_2664,1,,cluster_2664,1,,cluster_2664,1,,cluster_2664,1,,cluster_2664,1,,,,,,
cluster_2885,1,kaizyr_0137,,,cluster_2885,1,,cluster_2885,1,,cluster_2885,1,,cluster_2885,1,,cluster_2885,1,,cluster_2885,1,,cluster_2885,1,,cluster_2885,1,,,,,,
cluster_3492,1,techcrave_0540,,,cluster_3492,1,,cluster_3492,1,,cluster_3492,1,,cluster_3492,1,,cluster_3492,1,,cluster_3492,1,,cluster_3492,1,,cluster_3492,1,,,,,,
cluster_5850,1,techcrave_0809,,,cluster_5850,1,,cluster_5850,1,,cluster_5850,1,,cluster_5850,1,,cluster_5850,1,,cluster_5850,1,,cluster_5850,1,,cluster_5850,1,,,,,,
cluster_3885,1,techcrave_1104,,,cluster_3885,1,,cluster_3885,1,,cluster_3885,1,,cluster_3885,1,,cluster_3885,1,,cluster_3885,1,,cluster_3885,1,,cluster_3885,1,,,,,,
cluster_6126,1,sdicraft_0587,,,cluster_6126,1,,cluster_6126,1,,cluster_6126,1,,cluster_6126,1,,cluster_6126,1,,cluster_6126,1,,cluster_6126,1,,cluster_6126,1,,,,,,
cluster_7627,1,box_0131,,,cluster_7627,1,,cluster_7627,1,,cluster_7627,1,,cluster_7627,1,,cluster_7627,1,,cluster_7627,1,,cluster_7627,1,,cluster_7627,1,,,,,,
cluster_9625,1,howardcomputers_1126,,,cluster_9625,1,,cluster_9625,1,,cluster_9625,1,,cluster_9625,1,,cluster_9625,1,,cluster_9625,1,,cluster_9625,1,,cluster_9625,1,,,,,,
cluster_2916,1,techcrave_1792,,,cluster_2916,1,,cluster_2916,1,,cluster_2916,1,,cluster_2916,1,,cluster_2916,1,,cluster_2916,1,,cluster_2916,1,,cluster_2916,1,,,,,,
cluster_6143,1,electronicsface_0093,,,cluster_6143,1,,cluster_6143,1,,cluster_6143,1,,cluster_6143,1,,cluster_6143,1,,cluster_6143,1,,cluster_6143,1,,cluster_6143,1,,,,,,
cluster_8039,1,techcrave_2524,,,cluster_8039,1,,cluster_8039,1,,cluster_8039,1,,cluster_8039,1,,cluster_8039,1,,cluster_8039,1,,cluster_8039,1,,cluster_8039,1,,,,,,
cluster_8783,1,techcrave_1605,,,cluster_8783,1,,cluster_8783,1,,cluster_8783,1,,cluster_8783,1,,cluster_8783,1,,cluster_8783,1,,cluster_8783,1,,cluster_8783,1,,,,,,
cluster_7488,1,techcrave_1326,,,cluster_7488,1,,cluster_7488,1,,cluster_7488,1,,cluster_7488,1,,cluster_7488,1,,cluster_7488,1,,cluster_7488,1,,cluster_7488,1,,,,,,
cluster_6062,1,techcrave_1243,,,cluster_6062,1,,cluster_6062,1,,cluster_6062,1,,cluster_6062,1,,cluster_6062,1,,cluster_6062,1,,cluster_6062,1,,cluster_6062,1,,,,,,
cluster_5570,1,macmall_0391,,,cluster_5570,1,,cluster_5570,1,,cluster_5570,1,,cluster_5570,1,,cluster_5570,1,,cluster_5570,1,,cluster_5570,1,,cluster_5570,1,,,,,,
cluster_12122,1,nautilusnet_0086,,,cluster_12122,1,,cluster_12122,1,,cluster_12122,1,,cluster_12122,1,,cluster_12122,1,,cluster_12122,1,,cluster_12122,1,,cluster_12122,1,,,,,,
cluster_12121,1,techcrave_0373,,,cluster_12121,1,,cluster_12121,1,,cluster_12121,1,,cluster_12121,1,,cluster_12121,1,,cluster_12121,1,,cluster_12121,1,,cluster_12121,1,,,,,,
cluster_9381,1,box_0096,,,cluster_9381,1,,cluster_9381,1,,cluster_9381,1,,cluster_9381,1,,cluster_9381,1,,cluster_9381,1,,cluster_9381,1,,cluster_9381,1,,,,,,
cluster_3720,1,jw_0152,,,cluster_3720,1,,cluster_3720,1,,cluster_3720,1,,cluster_3720,1,,cluster_3720,1,,cluster_3720,1,,cluster_3720,1,,cluster_3720,1,,,,,,
cluster_4914,1,cukusa_0083,,,cluster_4914,1,,cluster_4914,1,,cluster_4914,1,,cluster_4914,1,,cluster_4914,1,,cluster_4914,1,,cluster_4914,1,,cluster_4914,1,,,,,,
cluster_4676,1,howardcomputers_0617,,,cluster_4676,1,,cluster_4676,1,,cluster_4676,1,,cluster_4676,1,,cluster_4676,1,,cluster_4676,1,,cluster_4676,1,,cluster_4676,1,,,,,,
cluster_9586,1,macmall_0593,,,cluster_9586,1,,cluster_9586,1,,cluster_9586,1,,cluster_9586,1,,cluster_9586,1,,cluster_9586,1,,cluster_9586,1,,cluster_9586,1,,,,,,
cluster_8790,1,howardcomputers_0514,,,cluster_8790,1,,cluster_8790,1,,cluster_8790,1,,cluster_8790,1,,cluster_8790,1,,cluster_8790,1,,cluster_8790,1,,cluster_8790,1,,,,,,
cluster_3493,1,box_0308,,,cluster_3493,1,,cluster_3493,1,,cluster_3493,1,,cluster_3493,1,,cluster_3493,1,,cluster_3493,1,,cluster_3493,1,,cluster_3493,1,,,,,,
cluster_5222,1,dgxtech_0127,,,cluster_5222,1,,cluster_5222,1,,cluster_5222,1,,cluster_5222,1,,cluster_5222,1,,cluster_5222,1,,cluster_5222,1,,cluster_5222,1,,,,,,
cluster_11832,1,electronicsface_0205,,,cluster_11832,1,,cluster_11832,1,,cluster_11832,1,,cluster_11832,1,,cluster_11832,1,,cluster_11832,1,,cluster_11832,1,,cluster_11832,1,,,,,,
cluster_1873,1,sdicraft_0096,,,cluster_1873,1,,cluster_1873,1,,cluster_1873,1,,cluster_1873,1,,cluster_1873,1,,cluster_1873,1,,cluster_1873,1,,cluster_1873,1,,,,,,
cluster_10205,1,pcmg_0153,,,cluster_10205,1,,cluster_10205,1,,cluster_10205,1,,cluster_10205,1,,cluster_10205,1,,cluster_10205,1,,cluster_10205,1,,cluster_10205,1,,,,,,
cluster_12439,1,sdicraft_0104,,,cluster_12439,1,,cluster_12439,1,,cluster_12439,1,,cluster_12439,1,,cluster_12439,1,,cluster_12439,1,,cluster_12439,1,,cluster_12439,1,,,,,,
cluster_495,1,techcrave_2489,,,cluster_495,1,,cluster_495,1,,cluster_495,1,,cluster_495,1,,cluster_495,1,,cluster_495,1,,cluster_495,1,,cluster_495,1,,,,,,
cluster_10092,1,cclonline_0108,,,cluster_10092,1,,cluster_10092,1,,cluster_10092,1,,cluster_10092,1,,cluster_10092,1,,cluster_10092,1,,cluster_10092,1,,cluster_10092,1,,,,,,
